EmpID,BusinessTravel,Department,HourlyRate,JobLevel,JobRole,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2102457,Travel_Rarely,Research & Development,84,2,Manufacturing Director,1,23687,6,No,13,13,3,11,9,5,9,No
2102458,Travel_Rarely,Research & Development,83,1,Research Scientist,1,18697,2,No,14,17,2,3,1,0,2,No
2102459,Travel_Frequently,Research & Development,77,2,Manufacturing Director,3,5118,4,No,17,9,3,3,2,0,2,No
2102460,Travel_Frequently,Research & Development,61,3,Manufacturing Director,3,22573,6,No,11,17,3,1,0,0,0,Yes
2102461,Travel_Frequently,Research & Development,64,3,Healthcare Representative,3,6420,0,No,25,20,3,19,6,11,8,No
2102462,Travel_Rarely,Research & Development,60,1,Research Scientist,4,22673,1,No,19,6,3,6,5,1,5,No
2102463,Travel_Rarely,Research & Development,82,2,Research Scientist,1,23016,3,Yes,13,10,3,3,2,0,2,No
2102464,Travel_Rarely,Sales,45,2,Sales Executive,4,10732,2,No,14,10,3,3,2,0,2,No
2102465,Travel_Rarely,Research & Development,62,2,Manufacturing Director,3,7505,0,No,12,5,3,4,2,1,2,No
2102466,Travel_Rarely,Research & Development,56,1,Laboratory Technician,1,8007,0,Yes,11,10,3,9,6,7,8,No
2102467,Travel_Rarely,Research & Development,49,5,Research Director,3,5949,0,No,19,22,3,21,7,3,9,No
2102468,Travel_Rarely,Research & Development,96,1,Research Scientist,4,23231,1,No,11,1,2,1,0,0,0,No
2102469,Travel_Frequently,Research & Development,71,1,Laboratory Technician,2,11652,0,No,11,6,4,5,4,1,4,Yes
2102470,Travel_Frequently,Research & Development,100,1,Laboratory Technician,2,26062,1,No,20,5,1,5,1,0,3,No
2102471,Non-Travel,Sales,39,2,Sales Executive,4,19682,3,No,18,13,3,8,7,7,5,No
2102472,Travel_Rarely,Research & Development,84,2,Laboratory Technician,1,19737,4,No,13,9,3,6,2,0,4,No
2102473,Travel_Rarely,Sales,75,4,Manager,2,14977,3,Yes,12,28,2,7,7,7,7,No
2102474,Travel_Rarely,Research & Development,79,1,Laboratory Technician,3,14935,2,No,11,5,1,0,0,0,0,Yes
2102475,Travel_Rarely,Sales,78,2,Sales Executive,2,3687,2,No,19,10,3,0,0,0,0,No
2102476,Travel_Rarely,Research & Development,64,2,Healthcare Representative,4,14408,0,No,21,10,3,9,0,7,8,No
2102477,Non-Travel,Research & Development,85,2,Healthcare Representative,1,18384,1,No,12,6,3,6,3,1,5,No
2102478,Travel_Rarely,Research & Development,79,4,Healthcare Representative,4,7501,0,Yes,14,21,3,20,7,4,10,No
2102479,Travel_Rarely,Research & Development,47,1,Laboratory Technician,4,20251,0,No,11,16,3,15,13,10,11,No
2102480,Travel_Rarely,Research & Development,81,5,Manager,1,18938,0,Yes,14,37,3,36,10,4,13,No
2102481,Non-Travel,Research & Development,88,3,Manager,2,10268,1,Yes,12,10,2,10,7,9,9,Yes
2102482,Travel_Rarely,Research & Development,94,1,Research Scientist,4,2613,1,No,23,5,2,5,2,0,4,No
2102483,Travel_Rarely,Sales,98,2,Sales Executive,4,22825,4,No,14,7,4,5,4,0,1,No
2102484,Travel_Rarely,Research & Development,100,1,Research Scientist,3,10531,1,No,17,3,4,3,2,1,0,No
2102485,Non-Travel,Research & Development,80,3,Research Director,4,11677,2,Yes,18,15,3,5,2,0,2,No
2102486,Travel_Rarely,Research & Development,71,3,Manager,2,19100,7,No,18,10,2,7,7,6,2,No
2102487,Travel_Rarely,Sales,44,2,Sales Executive,1,19191,1,Yes,24,8,3,8,0,7,7,No
2102488,Travel_Frequently,Research & Development,84,2,Manufacturing Director,2,26767,1,No,20,6,1,6,5,1,4,No
2102489,Travel_Rarely,Research & Development,96,5,Research Director,2,15815,3,No,14,28,2,10,4,1,6,No
2102490,Travel_Rarely,Research & Development,45,4,Research Director,3,21016,3,Yes,16,21,2,5,3,1,3,No
2102491,Travel_Rarely,Sales,99,2,Sales Executive,3,24532,1,No,25,20,3,20,16,11,6,No
2102492,Travel_Frequently,Sales,44,2,Sales Executive,4,20260,1,No,18,10,2,10,7,0,9,No
2102493,Travel_Rarely,Research & Development,37,2,Laboratory Technician,4,15972,3,Yes,19,12,3,10,7,0,8,No
2102494,Travel_Frequently,Research & Development,60,2,Healthcare Representative,1,22722,1,Yes,13,5,3,5,3,3,3,No
2102495,Travel_Rarely,Research & Development,42,1,Research Scientist,4,15881,1,No,12,17,3,17,12,5,7,No
2102496,Travel_Frequently,Research & Development,43,1,Laboratory Technician,3,19920,3,Yes,22,19,1,1,0,0,0,Yes
2102497,Travel_Rarely,Research & Development,82,2,Healthcare Representative,4,18899,9,No,14,10,3,2,2,1,2,No
2102498,Travel_Rarely,Research & Development,45,1,Laboratory Technician,2,14180,2,Yes,13,5,3,3,2,0,2,Yes
2102499,Travel_Rarely,Research & Development,66,1,Research Scientist,4,4488,1,No,21,5,3,5,3,0,2,No
2102500,Travel_Frequently,Research & Development,35,5,Research Director,1,25594,9,Yes,11,22,3,3,2,1,2,No
2102501,Travel_Rarely,Research & Development,30,2,Research Scientist,2,26285,4,No,12,10,3,8,0,7,7,No
2102502,Travel_Frequently,Sales,84,1,Sales Representative,2,3909,1,No,11,2,2,2,2,2,2,No
2102503,Travel_Rarely,Sales,48,2,Sales Executive,4,8450,1,Yes,12,8,3,8,7,7,4,Yes
2102504,Travel_Frequently,Research & Development,53,1,Research Scientist,4,11411,1,Yes,12,4,2,4,2,1,2,No
2102505,Travel_Frequently,Sales,77,4,Sales Executive,2,14864,5,No,14,23,4,20,4,4,8,No
2102506,Travel_Rarely,Research & Development,54,1,Laboratory Technician,3,25233,1,No,13,0,3,0,0,0,0,Yes
2102507,Travel_Rarely,Sales,96,3,Sales Executive,2,5100,0,No,15,12,2,11,9,6,9,No
2102508,Travel_Frequently,Research & Development,81,1,Laboratory Technician,4,7122,4,No,18,4,3,1,0,0,0,No
2102509,Travel_Rarely,Research & Development,84,2,Manufacturing Director,2,16321,5,No,18,13,3,4,1,1,2,No
2102510,Travel_Rarely,Sales,88,4,Manager,2,15896,1,No,19,22,3,22,10,0,4,No
2102511,Travel_Rarely,Sales,69,1,Sales Representative,3,9724,1,No,12,0,3,0,0,0,0,No
2102512,Travel_Rarely,Research & Development,68,2,Healthcare Representative,1,4824,0,No,19,9,3,8,3,0,7,No
2102513,Travel_Rarely,Sales,100,2,Sales Executive,4,12241,4,No,11,10,2,8,7,7,7,No
2102514,Travel_Rarely,Research & Development,48,3,Healthcare Representative,4,10942,0,No,17,19,2,18,10,3,7,No
2102515,Non-Travel,Research & Development,47,2,Laboratory Technician,2,6927,7,No,15,11,3,9,8,0,8,No
2102516,Travel_Rarely,Sales,91,2,Sales Executive,3,16985,1,No,14,13,2,13,8,4,8,No
2102517,Travel_Rarely,Research & Development,81,3,Research Director,2,26707,3,No,17,19,3,10,8,0,1,No
2102518,Non-Travel,Research & Development,32,2,Healthcare Representative,3,17056,2,Yes,13,12,3,5,3,1,2,No
2102519,Travel_Rarely,Research & Development,86,1,Research Scientist,4,10077,0,Yes,12,6,3,5,2,0,3,No
2102520,Travel_Rarely,Human Resources,62,2,Human Resources,1,17822,3,No,12,9,3,2,2,1,0,No
2102521,Travel_Frequently,Research & Development,97,3,Laboratory Technician,1,20308,1,No,18,24,3,24,9,9,11,No
2102522,Travel_Rarely,Research & Development,32,1,Research Scientist,4,7747,0,Yes,18,3,1,2,2,2,2,No
2102523,Travel_Frequently,Research & Development,74,3,Manager,2,23364,6,No,11,12,3,10,6,8,8,No
2102524,Travel_Rarely,Research & Development,99,4,Manager,1,5355,1,Yes,14,21,3,21,9,11,10,No
2102525,Travel_Frequently,Research & Development,33,1,Laboratory Technician,4,10675,0,No,19,9,3,8,7,1,7,No
2102526,Travel_Rarely,Research & Development,90,4,Healthcare Representative,3,17810,7,Yes,12,25,3,7,1,0,7,No
2102527,Travel_Rarely,Research & Development,85,2,Research Scientist,2,17747,2,No,15,11,2,8,2,7,7,Yes
2102528,Travel_Rarely,Research & Development,85,1,Research Scientist,2,20938,1,Yes,12,4,2,4,3,1,2,No
2102529,Travel_Rarely,Sales,65,2,Sales Executive,2,24624,1,Yes,11,13,3,13,12,11,9,No
2102530,Travel_Rarely,Sales,74,2,Sales Executive,3,5242,1,Yes,11,5,3,5,4,0,4,No
2102531,Travel_Rarely,Sales,73,2,Sales Executive,4,7143,4,No,12,13,3,7,7,1,7,No
2102532,Travel_Rarely,Research & Development,74,2,Research Scientist,4,10557,7,No,16,10,2,7,7,0,7,No
2102533,Travel_Rarely,Research & Development,84,1,Research Scientist,4,24737,5,Yes,13,5,2,3,2,2,2,Yes
2102534,Travel_Rarely,Research & Development,64,2,Research Scientist,4,11934,1,No,13,11,3,10,8,1,9,No
2102535,Travel_Frequently,Research & Development,48,3,Manufacturing Director,3,14034,1,No,24,10,3,10,9,8,9,No
2102536,Travel_Frequently,Research & Development,54,5,Manager,4,21141,1,No,15,21,3,21,9,13,3,No
2102537,Travel_Rarely,Sales,41,2,Sales Executive,3,17778,4,Yes,18,12,2,1,0,0,0,Yes
2102538,Travel_Frequently,Sales,46,2,Sales Executive,4,4317,3,No,14,9,2,7,7,0,1,No
2102539,Travel_Rarely,Research & Development,42,5,Research Director,3,16375,4,No,11,21,3,3,2,1,1,No
2102540,Travel_Frequently,Research & Development,82,2,Laboratory Technician,3,6227,1,No,11,9,4,9,7,0,0,No
2102541,Non-Travel,Sales,73,2,Sales Executive,2,22107,0,Yes,13,6,3,5,4,1,4,No
2102542,Travel_Frequently,Research & Development,31,2,Research Scientist,3,16885,3,No,12,20,2,4,3,0,3,No
2102543,Travel_Rarely,Research & Development,43,3,Healthcare Representative,1,9262,8,No,16,10,2,1,0,0,0,No
2102544,Travel_Rarely,Research & Development,75,2,Research Scientist,4,9278,9,No,14,12,3,10,9,9,8,No
2102545,Travel_Rarely,Sales,57,2,Sales Executive,4,13273,2,Yes,22,6,2,4,3,0,2,No
2102546,Travel_Rarely,Research & Development,77,1,Laboratory Technician,1,4759,1,Yes,11,7,2,7,7,0,7,Yes
2102547,Travel_Rarely,Research & Development,30,1,Laboratory Technician,4,7621,0,No,17,4,3,3,2,2,2,No
2102548,Travel_Rarely,Sales,30,2,Sales Executive,3,5431,1,No,13,10,3,10,9,1,2,No
2102549,Travel_Rarely,Sales,56,2,Sales Executive,2,3415,1,No,18,8,3,8,7,0,7,No
2102550,Travel_Rarely,Research & Development,61,2,Manufacturing Director,4,23177,7,No,16,8,2,6,2,0,4,No
2102551,Travel_Rarely,Research & Development,92,3,Research Director,4,15682,0,Yes,14,12,3,11,10,2,9,No
2102552,Travel_Rarely,Research & Development,39,3,Manufacturing Director,4,25713,1,Yes,14,11,2,11,9,4,10,No
2102553,Travel_Rarely,Sales,39,2,Sales Executive,2,11866,1,Yes,14,7,3,7,7,1,7,No
2102554,Travel_Rarely,Research & Development,62,3,Manufacturing Director,2,18264,0,No,13,17,3,16,6,0,13,No
2102555,Travel_Rarely,Research & Development,83,1,Research Scientist,4,16092,1,No,12,4,2,4,2,0,2,No
2102556,Travel_Rarely,Research & Development,95,2,Manufacturing Director,2,10110,6,Yes,15,8,3,5,4,1,2,No
2102557,Travel_Frequently,Sales,99,2,Sales Representative,3,25751,3,No,19,5,3,0,0,0,0,No
2102558,Travel_Rarely,Research & Development,44,4,Research Director,4,15901,2,No,14,16,3,1,0,0,0,No
2102559,Non-Travel,Sales,61,2,Sales Executive,3,16928,1,No,14,4,2,4,3,0,2,No
2102560,Travel_Rarely,Human Resources,52,1,Human Resources,3,24017,0,Yes,11,4,3,3,2,1,0,No
2102561,Travel_Rarely,Research & Development,75,1,Laboratory Technician,2,3956,1,No,13,8,3,8,0,0,7,No
2102562,Travel_Rarely,Sales,91,3,Manager,3,23978,3,No,21,15,1,0,0,0,0,No
2102563,Travel_Rarely,Research & Development,51,2,Research Scientist,1,17001,4,Yes,13,13,3,7,7,6,7,No
2102564,Non-Travel,Sales,85,2,Sales Executive,3,6069,7,Yes,12,4,4,2,2,2,2,No
2102565,Travel_Rarely,Sales,57,2,Sales Executive,3,20156,1,No,17,8,3,8,7,7,7,No
2102566,Travel_Rarely,Research & Development,98,2,Healthcare Representative,4,17078,3,No,23,14,3,1,0,0,0,No
2102567,Travel_Frequently,Sales,99,1,Sales Representative,2,9150,1,Yes,11,3,3,3,2,1,2,Yes
2102568,Non-Travel,Sales,45,2,Sales Executive,4,15276,4,No,15,7,3,1,0,0,0,No
2102569,Travel_Frequently,Sales,48,3,Sales Executive,4,7246,4,No,11,16,3,13,9,1,12,No
2102570,Travel_Rarely,Research & Development,88,2,Healthcare Representative,3,2967,2,No,11,15,3,3,2,1,2,No
2102571,Travel_Rarely,Research & Development,46,1,Laboratory Technician,3,22495,3,Yes,13,10,3,7,7,1,7,No
2102572,Non-Travel,Sales,39,1,Sales Representative,4,2851,1,No,24,3,2,3,2,2,2,No
2102573,Travel_Rarely,Sales,34,1,Sales Representative,3,9150,1,Yes,13,1,3,1,0,0,0,Yes
2102574,Travel_Rarely,Research & Development,98,1,Laboratory Technician,1,17663,6,No,20,17,3,5,4,0,3,No
2102575,Non-Travel,Research & Development,30,2,Manufacturing Director,3,16044,2,No,14,7,4,1,0,0,0,No
2102576,Travel_Frequently,Sales,56,2,Sales Executive,2,9558,1,No,18,8,3,8,7,7,7,Yes
2102577,Travel_Rarely,Research & Development,100,3,Healthcare Representative,4,2755,6,No,15,20,3,4,3,1,3,No
2102578,Travel_Rarely,Sales,68,2,Sales Executive,3,6110,2,Yes,12,8,3,6,4,1,0,Yes
2102579,Travel_Rarely,Research & Development,42,1,Research Scientist,2,7551,0,Yes,16,3,3,2,2,2,2,No
2102580,Travel_Rarely,Sales,90,1,Sales Representative,2,25422,1,No,15,1,3,1,0,0,0,Yes
2102581,Travel_Rarely,Research & Development,54,1,Research Scientist,4,18168,9,No,16,6,3,3,2,1,2,No
2102582,Travel_Rarely,Research & Development,97,2,Healthcare Representative,2,19394,9,No,19,10,3,1,1,0,0,No
2102583,Travel_Rarely,Research & Development,82,1,Laboratory Technician,2,17881,1,No,11,5,3,5,2,0,4,No
2102584,Travel_Rarely,Sales,92,2,Sales Executive,4,20750,1,No,16,7,3,7,5,0,7,No
2102585,Travel_Rarely,Research & Development,31,3,Healthcare Representative,3,12066,8,No,24,26,3,5,2,0,0,No
2102586,Travel_Rarely,Sales,87,2,Sales Executive,4,14862,4,No,11,18,2,7,7,0,7,No
2102587,Travel_Rarely,Research & Development,96,1,Research Scientist,3,11868,4,No,13,6,3,2,2,2,2,No
2102588,Non-Travel,Sales,67,2,Sales Executive,4,4652,8,Yes,13,9,2,5,2,0,4,Yes
2102589,Travel_Rarely,Research & Development,97,4,Manager,4,23258,2,Yes,13,30,3,5,4,1,2,No
2102590,Travel_Rarely,Sales,77,2,Sales Executive,3,5915,1,Yes,12,5,4,5,2,0,3,No
2102591,Travel_Rarely,Sales,72,1,Sales Representative,2,17434,1,No,18,1,3,1,0,0,0,No
2102592,Travel_Frequently,Research & Development,73,1,Research Scientist,1,6582,0,No,22,7,3,6,4,0,4,Yes
2102593,Travel_Rarely,Research & Development,43,1,Research Scientist,2,24440,1,No,13,2,3,2,1,1,2,No
2102594,Travel_Rarely,Sales,61,3,Sales Executive,3,3809,1,No,13,10,3,10,9,9,0,No
2102595,Travel_Frequently,Research & Development,40,1,Research Scientist,4,3427,9,Yes,23,3,3,1,0,0,0,Yes
2102596,Travel_Rarely,Research & Development,95,1,Laboratory Technician,1,26914,1,No,12,18,2,18,7,12,17,No
2102597,Travel_Rarely,Sales,46,2,Sales Executive,2,22553,7,No,12,8,3,5,4,1,3,No
2102598,Travel_Rarely,Research & Development,95,1,Laboratory Technician,1,20490,3,No,16,8,3,5,2,1,2,No
2102599,Travel_Rarely,Research & Development,49,2,Manufacturing Director,2,21123,2,Yes,12,18,2,1,0,0,1,No
2102600,Travel_Rarely,Research & Development,59,4,Research Director,2,4345,1,No,11,25,3,25,10,3,9,No
2102601,Travel_Rarely,Research & Development,78,2,Laboratory Technician,3,13436,6,No,22,20,3,1,0,0,0,No
2102602,Travel_Rarely,Research & Development,86,5,Research Director,1,8509,4,No,11,24,2,4,2,1,2,No
2102603,Non-Travel,Sales,72,2,Sales Executive,3,12740,9,No,15,6,3,3,2,1,2,No
2102604,Travel_Rarely,Research & Development,31,2,Manufacturing Director,1,4156,1,No,12,13,1,13,10,3,12,No
2102605,Travel_Frequently,Research & Development,61,1,Laboratory Technician,4,15238,7,No,20,8,3,3,2,1,2,No
2102606,Travel_Rarely,Research & Development,74,2,Healthcare Representative,3,2227,4,Yes,14,8,3,5,2,0,2,No
2102607,Travel_Rarely,Sales,99,2,Sales Executive,4,12090,1,Yes,11,5,3,5,4,1,3,No
2102608,Non-Travel,Research & Development,72,2,Research Scientist,3,23866,3,Yes,15,15,3,13,11,10,7,No
2102609,Travel_Rarely,Research & Development,98,1,Laboratory Technician,1,16193,1,No,12,4,3,4,2,3,2,No
2102610,Travel_Frequently,Research & Development,52,5,Manager,3,8213,1,Yes,14,21,3,21,8,1,6,No
2102611,Travel_Frequently,Sales,86,4,Sales Executive,1,18256,9,No,11,36,2,7,7,7,7,No
2102612,Travel_Rarely,Sales,83,2,Sales Executive,3,19558,0,No,11,6,3,5,4,4,4,No
2102613,Travel_Rarely,Sales,49,3,Sales Executive,1,19566,1,No,16,10,3,10,7,0,7,No
2102614,Travel_Rarely,Research & Development,79,2,Laboratory Technician,1,13535,1,No,12,10,3,10,0,1,8,No
2102615,Travel_Rarely,Research & Development,91,1,Laboratory Technician,1,9396,5,No,13,6,3,2,2,0,2,Yes
2102616,Travel_Rarely,Research & Development,39,3,Manufacturing Director,3,19609,2,Yes,14,28,3,5,4,0,4,No
2102617,Travel_Rarely,Research & Development,69,1,Research Scientist,4,9655,3,No,21,8,2,2,2,0,2,No
2102618,Travel_Rarely,Research & Development,30,4,Manager,4,10310,2,No,13,31,1,5,2,1,4,No
2102619,Travel_Frequently,Research & Development,92,2,Research Scientist,3,12932,2,No,11,19,3,5,4,0,2,No
2102620,Travel_Rarely,Research & Development,43,2,Manufacturing Director,4,24793,2,No,20,11,3,5,4,0,2,No
2102621,Travel_Rarely,Research & Development,41,5,Manager,1,3854,5,No,11,33,1,29,8,11,10,No
2102622,Travel_Rarely,Research & Development,87,2,Manufacturing Director,3,26314,2,No,14,19,2,10,7,0,8,No
2102623,Travel_Frequently,Research & Development,88,2,Healthcare Representative,4,4386,0,No,11,7,4,6,5,0,4,No
2102624,Travel_Rarely,Sales,62,1,Sales Representative,2,21972,1,Yes,16,6,3,5,3,1,4,Yes
2102625,Travel_Frequently,Sales,33,1,Sales Representative,3,12253,0,No,16,3,2,2,2,1,0,Yes
2102626,Travel_Frequently,Research & Development,42,1,Laboratory Technician,4,12106,1,Yes,23,1,3,1,0,0,0,No
2102627,Travel_Rarely,Sales,79,5,Manager,3,13022,0,No,14,21,3,20,15,1,12,No
2102628,Travel_Rarely,Research & Development,90,1,Research Scientist,4,3032,1,No,22,3,1,3,2,0,2,No
2102629,Non-Travel,Research & Development,53,1,Laboratory Technician,4,16734,4,No,15,9,1,5,3,1,4,No
2102630,Travel_Rarely,Research & Development,93,3,Research Director,3,21526,1,No,18,10,3,10,2,0,7,No
2102631,Travel_Rarely,Research & Development,71,1,Research Scientist,2,18300,5,No,16,6,4,2,2,1,1,Yes
2102632,Travel_Rarely,Human Resources,52,1,Human Resources,4,18437,1,No,12,1,4,1,0,0,0,Yes
2102633,Non-Travel,Sales,69,3,Sales Executive,1,2890,0,No,11,10,3,9,8,7,8,No
2102634,Travel_Rarely,Sales,56,4,Manager,4,22102,3,No,12,32,2,1,0,0,0,No
2102635,Travel_Rarely,Research & Development,88,4,Manager,3,9314,0,No,15,28,3,27,10,15,7,No
2102636,Non-Travel,Research & Development,49,1,Laboratory Technician,4,7181,0,No,14,12,2,11,7,6,7,No
2102637,Travel_Frequently,Sales,80,3,Sales Executive,1,2845,4,No,19,22,4,18,13,13,11,No
2102638,Travel_Rarely,Research & Development,65,2,Manufacturing Director,4,7389,5,No,13,20,3,5,0,0,4,No
2102639,Travel_Rarely,Research & Development,51,4,Research Director,3,2288,6,No,13,26,1,3,2,0,1,No
2102640,Travel_Rarely,Research & Development,46,1,Laboratory Technician,3,19225,0,No,15,6,3,5,4,4,3,No
2102641,Travel_Rarely,Research & Development,42,2,Laboratory Technician,3,23428,7,No,11,19,3,1,0,0,0,No
2102642,Travel_Rarely,Research & Development,62,1,Research Scientist,3,8416,3,No,12,14,3,7,3,5,7,No
2102643,Travel_Rarely,Sales,94,3,Sales Executive,4,11563,2,Yes,19,15,3,3,2,1,2,No
2102644,Travel_Rarely,Research & Development,33,3,Manufacturing Director,2,14394,1,No,25,13,4,13,8,0,8,No
2102645,Travel_Rarely,Research & Development,56,3,Manager,3,24619,7,Yes,12,15,4,7,6,7,7,Yes
2102646,Travel_Rarely,Research & Development,38,1,Laboratory Technician,4,6705,7,No,13,8,3,4,3,1,3,Yes
2102647,Travel_Rarely,Sales,57,1,Sales Representative,2,18398,0,No,14,4,3,3,2,1,2,No
2102648,Travel_Rarely,Research & Development,72,3,Healthcare Representative,3,14295,4,Yes,12,10,3,8,7,0,0,No
2102649,Travel_Frequently,Research & Development,66,3,Healthcare Representative,3,22908,3,No,12,12,3,1,0,0,0,Yes
2102650,Travel_Frequently,Human Resources,43,3,Human Resources,1,11533,9,Yes,15,11,3,3,2,0,2,Yes
2102651,Travel_Frequently,Research & Development,97,1,Laboratory Technician,3,9260,4,No,17,8,3,2,2,2,0,No
2102652,Non-Travel,Sales,32,3,Sales Executive,4,15318,1,No,14,10,2,10,3,9,7,No
2102653,Travel_Frequently,Research & Development,99,1,Laboratory Technician,3,9129,5,No,16,4,3,2,2,1,2,Yes
2102654,Travel_Rarely,Sales,37,2,Sales Executive,4,19658,2,No,14,14,3,9,7,6,7,No
2102655,Travel_Rarely,Sales,83,4,Manager,2,9873,3,No,23,37,3,10,9,7,7,No
2102656,Non-Travel,Sales,56,2,Sales Executive,4,13430,7,No,14,16,3,14,3,1,10,No
2102657,Travel_Rarely,Sales,85,2,Sales Executive,3,18659,9,No,11,15,3,11,9,6,9,No
2102658,Travel_Rarely,Research & Development,75,4,Manufacturing Director,3,20364,7,No,15,22,3,20,6,5,13,No
2102659,Travel_Frequently,Research & Development,48,1,Laboratory Technician,3,17872,1,No,11,8,3,8,3,0,7,No
2102660,Travel_Rarely,Sales,77,2,Sales Executive,4,8346,4,Yes,13,10,4,6,5,0,5,No
2102661,Travel_Rarely,Research & Development,56,3,Manufacturing Director,1,6950,1,Yes,21,10,2,10,9,5,8,No
2102662,Travel_Rarely,Sales,61,2,Sales Executive,2,16177,0,No,19,9,4,8,7,3,7,No
2102663,Travel_Frequently,Human Resources,58,1,Human Resources,3,22808,0,Yes,11,8,2,7,7,1,0,Yes
2102664,Travel_Rarely,Research & Development,34,2,Manufacturing Director,4,22645,4,No,12,8,4,3,2,1,2,No
2102665,Travel_Rarely,Research & Development,95,4,Research Director,3,22578,4,No,19,10,3,6,1,0,5,No
2102666,Travel_Rarely,Sales,44,3,Manager,4,25291,9,No,21,10,2,5,4,0,1,No
2102667,Travel_Frequently,Sales,69,1,Sales Representative,2,8059,1,Yes,14,0,3,0,0,0,0,Yes
2102668,Non-Travel,Sales,58,3,Sales Executive,1,11373,3,No,15,20,3,1,0,0,1,No
2102669,Non-Travel,Research & Development,62,2,Healthcare Representative,3,2112,2,Yes,17,10,3,8,7,0,7,No
2102670,Travel_Rarely,Sales,45,2,Sales Executive,3,4267,5,No,12,8,3,0,0,0,0,No
2102671,Travel_Rarely,Sales,80,2,Sales Executive,3,6698,1,No,16,5,3,5,4,0,3,No
2102672,Travel_Rarely,Sales,74,2,Sales Executive,4,19921,1,No,12,10,3,10,7,5,7,No
2102673,Travel_Rarely,Research & Development,66,1,Laboratory Technician,4,23213,1,Yes,18,1,1,1,0,0,0,Yes
2102674,Travel_Rarely,Research & Development,59,3,Manufacturing Director,4,23848,4,No,17,12,4,6,5,1,2,No
2102675,Travel_Frequently,Research & Development,86,3,Healthcare Representative,3,8984,5,No,11,28,2,2,2,1,2,No
2102676,Travel_Rarely,Sales,91,4,Manager,1,5626,7,No,16,22,3,18,16,11,8,No
2102677,Non-Travel,Sales,69,3,Sales Executive,2,24666,1,No,13,9,3,9,5,7,7,No
2102678,Travel_Rarely,Research & Development,78,2,Research Scientist,1,22087,3,Yes,12,18,3,10,9,6,9,No
2102679,Non-Travel,Sales,60,2,Sales Executive,3,23914,8,No,12,6,3,4,2,1,2,Yes
2102680,Travel_Frequently,Sales,38,1,Sales Representative,4,5530,0,No,13,3,3,2,2,2,1,No
2102681,Travel_Rarely,Research & Development,76,2,Healthcare Representative,3,22174,3,No,19,18,3,1,0,0,0,No
2102682,Travel_Rarely,Research & Development,65,2,Manufacturing Director,2,15701,6,No,12,8,2,6,5,4,3,No
2102683,Travel_Rarely,Research & Development,58,5,Research Director,3,2125,1,Yes,17,31,3,31,9,0,9,No
2102684,Travel_Rarely,Research & Development,89,1,Research Scientist,4,21630,1,Yes,11,6,3,6,5,1,4,No
2102685,Travel_Rarely,Sales,66,2,Sales Executive,2,7428,1,No,20,6,4,5,3,1,4,No
2102686,Travel_Rarely,Research & Development,94,1,Laboratory Technician,2,9100,1,No,21,1,3,1,0,0,0,No
2102687,Travel_Frequently,Human Resources,99,5,Manager,2,7999,1,No,11,32,3,32,5,10,7,No
2102688,Travel_Rarely,Sales,40,1,Sales Representative,3,26376,1,No,11,7,3,7,4,0,6,No
2102689,Travel_Frequently,Research & Development,55,1,Laboratory Technician,3,14168,1,Yes,16,6,3,6,3,1,2,Yes
2102690,Travel_Frequently,Sales,74,1,Sales Representative,1,14470,1,No,18,1,4,1,0,0,0,Yes
2102691,Travel_Rarely,Research & Development,83,1,Research Scientist,4,22794,1,Yes,13,6,3,6,5,1,3,No
2102692,Travel_Rarely,Sales,46,2,Sales Executive,1,11512,2,No,17,9,1,3,1,1,2,Yes
2102693,Travel_Rarely,Research & Development,54,2,Laboratory Technician,4,14004,4,No,14,9,3,3,2,0,2,No
2102694,Travel_Rarely,Sales,66,2,Sales Executive,4,6219,4,No,22,13,4,7,7,5,7,No
2102695,Travel_Rarely,Research & Development,66,1,Research Scientist,3,5013,0,No,12,6,2,5,3,0,3,No
2102696,Travel_Rarely,Sales,75,2,Sales Executive,3,3010,4,Yes,11,17,2,3,0,1,0,No
2102697,Travel_Rarely,Research & Development,83,1,Research Scientist,2,11757,1,No,13,1,4,1,0,0,0,No
2102698,Travel_Rarely,Research & Development,81,2,Healthcare Representative,4,5718,1,No,13,10,3,10,2,2,2,No
2102699,Travel_Rarely,Research & Development,50,4,Research Director,4,2671,4,Yes,14,21,2,1,0,0,0,No
2102700,Travel_Rarely,Research & Development,43,1,Research Scientist,1,14561,3,No,17,8,2,0,0,0,0,No
2102701,Travel_Frequently,Research & Development,72,2,Laboratory Technician,3,19627,3,Yes,13,10,3,8,7,4,7,No
2102702,Travel_Rarely,Research & Development,40,4,Manager,1,17997,7,No,11,21,1,3,2,0,2,No
2102703,Travel_Rarely,Human Resources,50,2,Human Resources,3,26894,4,No,11,10,4,2,2,0,2,No
2102704,Travel_Rarely,Sales,31,1,Sales Representative,3,2912,1,Yes,18,8,3,8,2,0,6,No
2102705,Travel_Rarely,Sales,85,1,Sales Representative,1,16346,0,No,11,5,3,4,3,0,2,Yes
2102706,Travel_Rarely,Sales,49,1,Sales Representative,3,24444,1,No,11,3,3,3,2,1,2,No
